run_id,candidate_id,spike_id,success,gate_status,failure_reason,record_path,record_sha256,record_keccak256,artifact_paths,artifact_sha256,artifact_keccak256
research-sp10-h6-gas,H6,SP-10,true,BENCHMARK_ONLY,,research/runs/research-sp10-h6-gas.json,6a36784942e4c5482e5953ac4b0d77e1cc548b2760e6776be7437de5897c9b6f,0dece9466fd9cf0df17d4a4966f214ed0e52d530d079fa4b8141004b4a1393af,"[""research/candidates/hash-compression-common/gas/results.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""05f543ef50b9d7b266e9fe089107b951108b4a1906e5fb706c92876847064afc"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""1a02f2f72bc8e6ee03492f56389f7561045c5a7e4c0e855ca1dbf695f84f8599"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp10-h6-native,H6,SP-10,true,BENCHMARK_ONLY,,research/runs/research-sp10-h6-native.json,5eaf98cf3fc103048b5553600affb7227b81502834c3929bb527531a86b80bba,adc3cd2f8db905ed9ed9c67ad815f7c886ca6447548cbb0739351b449db0da6c,"[""research/candidates/hash-compression-common/native/distributions.json"",""research/candidates/hash-compression-common/security/analytical-ceilings.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""91c0663fe11ae4562755dadf7af21837ea41723fdd6005300c5eb7ae98b3e9ff"",""acd073d1fc73872ac671869ecaedaca4fe2434e0add9712326320a78ac19d6ea"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""73b7521f3f91215c9e27d4be5fce30cea2d2cc1923db76caaaf7301d6ba88e2f"",""456b7924de0239d41827f5a4de25b03dfd9b97af96a3849978c0cc1be7153fac"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp10-h7-gas,H7,SP-10,true,BENCHMARK_ONLY,,research/runs/research-sp10-h7-gas.json,af210cf034fe85e577e27353475eae3199e3664816bae792d8c8f08d29cf1105,256a5987c411b9c404cdd85c6de0af2e4784c017a0e643637ae75b430708b2d2,"[""research/candidates/hash-compression-common/gas/results.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""05f543ef50b9d7b266e9fe089107b951108b4a1906e5fb706c92876847064afc"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""1a02f2f72bc8e6ee03492f56389f7561045c5a7e4c0e855ca1dbf695f84f8599"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp10-h7-native,H7,SP-10,true,BENCHMARK_ONLY,,research/runs/research-sp10-h7-native.json,e63fc79e1ac22da7ad5d105e7ab9ec1a75fc4af2b89140bf298c17679bd8bbff,1f60ea30edd552e1ce16bba2192f68d101ec9a73237d2444aa449df31efa4b54,"[""research/candidates/hash-compression-common/native/distributions.json"",""research/candidates/hash-compression-common/security/analytical-ceilings.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""91c0663fe11ae4562755dadf7af21837ea41723fdd6005300c5eb7ae98b3e9ff"",""acd073d1fc73872ac671869ecaedaca4fe2434e0add9712326320a78ac19d6ea"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""73b7521f3f91215c9e27d4be5fce30cea2d2cc1923db76caaaf7301d6ba88e2f"",""456b7924de0239d41827f5a4de25b03dfd9b97af96a3849978c0cc1be7153fac"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp11-sp-11-foundry-gas,SP-11,SP-11,true,BENCHMARK_ONLY,,research/runs/research-sp11-sp-11-foundry-gas.json,fc12c3a7c0ef97e42deb9c7f3418fc058e3f071e7dd166ce7301313797371b47,e16624e908a717d6342903308ee0ef5d3b945c3bc2a4554bfc4ee50da062c689,"[""research/candidates/merkle-shape/outputs/foundry-gas.json"",""research/candidates/merkle-shape/outputs/results.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""e6aabdf9588c34997fd04644b797e7c27b8b08f1e5bb73977e23b636206eb8f4"",""f82a74b043a58d5f1c7fc00c056c64cb172f1194caa953e462939b0003f542ad"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""bd9a9e5d9afee7678fad954428330c5de18bfc58fd24194e872c419e88cf82ff"",""bc42d1f94a649390822adc0bef16e61fee8e1fa3a54f5359d5609ac792c5460b"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp12-sp-12-foundry-gas,SP-12,SP-12,true,BENCHMARK_ONLY,,research/runs/research-sp12-sp-12-foundry-gas.json,a733827719794db9e8645dfa7f4c4db95cda4104339fbba624ca8b0057877a87,b1da1ae7a4d46253a234d3d94ea57e3909c293951980a7fe18b29dc85bb72a00,"[""research/candidates/deposit-batching/outputs/foundry-gas.json"",""research/candidates/deposit-batching/outputs/results.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""432183e302287c07fc1d58b223bd593b325c238997036f74c10bf548f45d5a70"",""8a78b9996b97866bcfeb309fa0e57525212601db95024d60c0cca2c26c8cc526"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""0ca99441434a5031509ef048ab40f9f505fa1d7f11c9535cf4b4218beaeb78b6"",""0bccdbf9bae3f06aa676925e2e3cae919e135afedef473941bf9c91b1779a84e"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp13-sp-13-digest-width-gas,SP-13,SP-13,true,BENCHMARK_ONLY,,research/runs/research-sp13-sp-13-digest-width-gas.json,b63012a6c325e28887d72e6595d18ed2d367be8447e4a8997a02bcd2e9ee3cc3,6730c6affa421739f1fa7ace0abe2bce9f67e48333f6c0d80544230a9394ebda,"[""research/digest-width/outputs/foundry-gas.json"",""research/digest-width/results.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""8cb86ab0dfc7921dbd806b0d16d4c44f6b2af08713d120169ceaf6108601d5fa"",""7d525c0599f0fba8eadb6ce2f3a522b5b181144420bc468151e00abc2f020df3"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""bfd529f3eecaef2e13392553072c657219663ca6b66188eae19f6dbb02144f4d"",""63d9972bf7b1c481c3d98663fc2f7029e115da4c3f4d7d3d5974de84e2d065ba"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v1-isolated-benchmark,V1,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v1-isolated-benchmark.json,3682d863ecadeed8206df04aaec34c9d391949cb7dd14a63b75bea6e95eb7e42,0d1463db4926ede0f2b6fa1befe2100b2e86f8a96f14504e2d39d592caaeb08e,"[""research/candidates/V1/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""fd0f0961fe7c1352a6160c46d6e2fddb4c5fc79e91feedf3d7be98dddc393a54"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""b586dbcad1ab137cb4bb58068451b6d9228ebe9e40d4995141dd6a7611fd67c8"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v2-isolated-benchmark,V2,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v2-isolated-benchmark.json,0ffcc8410a5e13662948f1b456ca520075c2e674cf73fb8c2fc2b2de6c39940f,44da027f4edf974d2c9e616eb055b1b15fc8a8ff2eec63cb2d554225eb8529b7,"[""research/candidates/V2/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""8bf8ddf45f0ad1b5c25702062afac0bdac2d960e6791838ca95104502ddc9a9c"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""620ce3c550e2d3792cff017a33e97b18da0bdc2dd347811bb4d7a865cc3c100f"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v3-isolated-benchmark,V3,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v3-isolated-benchmark.json,6e932737c853b9a7e10e03fcc11388954cb88bf7de2b2ebe2a81ebb6432eda9c,50634ac38c8786d4c874e4275e453033854d1fd4d189d787cfb1899dc8f9a487,"[""research/candidates/V3/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""226388349d49e80cad80b76e4818fdefb1fecbb30337fb4ac91e536e6709ebac"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""e876fdd83d6c0b12fa97160fe4179359a22452915a92633121c9cb74c917cc63"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v4-isolated-benchmark,V4,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v4-isolated-benchmark.json,caeafafcc583c2bcaee6ca48b53df1ddc6fd28ba325269bfe255fa1822bfa21e,dcae67e2da2bdf0659bd1a62fa61150d33b43310d8017495f65a41c59eec5038,"[""research/candidates/V4/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""1b228b5d76702ccec86f9152ffe31aa315eed662ba7ee1cdefe55e1df8d2cc8f"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""b3fb031af832f6c4798ce6a639af463be7107cba5b3b5706aef9c50b92c516c2"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v5-isolated-benchmark,V5,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v5-isolated-benchmark.json,00717f86290d40cf008562f267fa02be8a0f909bf0e554a80097fbf4ef8a97b4,b8fb3b6a7ca2ac1fefae539dfae07a7f7e67da610e010c926c0fbb94c47e034b,"[""research/candidates/V5/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""a3d1d37d5ecd368d9971cf442e146c1192004f04c06672f7d380de936e501d1f"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""fb5afea807de047ca9cbefb90a82c911bc0e6e2f215b7e278d81710c1acfdd8e"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v6-isolated-benchmark,V6,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v6-isolated-benchmark.json,1eac06619b4cdb8f670255e618c430af39ce2db9e95518c2aa63770a56964673,71b19134c6ea69417504d1073f68478a79c3685b98bd0e33776e6d3935e6704d,"[""research/candidates/V6/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""32a9534f78e630baf9bb40b5caa6ecb7541edeefac5cff91ddb7fb795b4f054f"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""ad980381e96fdeacb1947cd13c64608269fafe6507f3d220d714bae9e5da5505"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v7-isolated-benchmark,V7,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v7-isolated-benchmark.json,eaa5775f17a198182f3ab3e6edad93aea11ed8f45bb1e02c62ef31d4bb870711,aea71eaa991f25aa2b0339f0448c7f13409dca06d22024d7ca002b1499e48afb,"[""research/candidates/V7/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""987dcbd55dc466c65f64c5572e964bf3e4d0cf65e99de1ecfdd05d875ec00020"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""c1a876743610b6dba016423035055d8302b4dfad32876914da69f22df0efb52a"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v8-isolated-benchmark,V8,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v8-isolated-benchmark.json,1737b6b309b03d6fa238a1ff8c0baae32ed8ab699ec29b9b73dfe9bb9fc88432,3b0e36d7ac46a9f54c57afbc5f9b41e1bacc73da9d5aa7880a7ba24658e3e898,"[""research/candidates/V8/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""c9481cc6c9b6160bdbc5289d277da9d64d5f29e6f7c3db039ca57032e60c12d5"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""293ca2db4a62c97e5c43be5ec71e947671ab0b9f009a04b66da7930387cba314"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp31-v9-isolated-benchmark,V9,SP-31,true,BENCHMARK_ONLY,,research/runs/research-sp31-v9-isolated-benchmark.json,e33f0a1c32fe94fc99de6cb642f06bd3b1cbe169f5b707347158da55fc441558,ac9bf0d0290cd7eedc302ba05542ee8c073abd5f084c0c4dbf576e5a6bada708,"[""research/candidates/V9/outputs/benchmark.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""fe73c1a12d2445bf175d462b88d25dcf297e046b43de63e4b532d57fa87ce5bd"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""59c872f6b32ca45e67b76c926897b3c907fa3675651272835912e4a668fb0569"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp40-f0-field-benchmark,F0,SP-40,true,BENCHMARK_ONLY,,research/runs/research-sp40-f0-field-benchmark.json,57f3e17003118fb31d054ff3aee6091ac28472c203998f74a80a368580257c53,bd8464df3c30a4ca232acead798c90c178f9192b4c85b4a9422efc77e0b88af3,"[""research/candidates/field-bakeoff-common/outputs/native-latest.json"",""research/candidates/field-bakeoff-common/outputs/solidity-latest.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""f0da5cdf05d3035d25262a06a9c82fa3e0eaa65d68a229fea3502e6ce1affbe2"",""850514cd4cbbf7dc7c4671bb86933fb61b57f3e90af0cc180077adfbb3ceb01c"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""18956006fb033f425b02bba739bc09874874b577acd6fa3b6713170b89a715dc"",""a9eb37c50ecaee8cde1e2a49960020a767084c571d4317e9cdf61aad4a30934f"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp40-f1-field-benchmark,F1,SP-40,true,BENCHMARK_ONLY,,research/runs/research-sp40-f1-field-benchmark.json,d6d6f216eef48da3670b8d04919d201786b31f043038802b072549d523349c53,f5d093b793e20882cdf2f2380c011f1ee4d0271cc494544ca5f110993f9015e0,"[""research/candidates/field-bakeoff-common/outputs/native-latest.json"",""research/candidates/field-bakeoff-common/outputs/solidity-latest.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""f0da5cdf05d3035d25262a06a9c82fa3e0eaa65d68a229fea3502e6ce1affbe2"",""850514cd4cbbf7dc7c4671bb86933fb61b57f3e90af0cc180077adfbb3ceb01c"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""18956006fb033f425b02bba739bc09874874b577acd6fa3b6713170b89a715dc"",""a9eb37c50ecaee8cde1e2a49960020a767084c571d4317e9cdf61aad4a30934f"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp40-f2-field-benchmark,F2,SP-40,true,BENCHMARK_ONLY,,research/runs/research-sp40-f2-field-benchmark.json,f8424b2eb09f71e6c06b4fa9453feb95431447c672d55a9c5c12b7ccb161d3e4,845f2d72e483b47033f4aae6c438d99f7530df3234977b1f00240e5c943b98f3,"[""research/candidates/field-bakeoff-common/outputs/native-latest.json"",""research/candidates/field-bakeoff-common/outputs/solidity-latest.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""f0da5cdf05d3035d25262a06a9c82fa3e0eaa65d68a229fea3502e6ce1affbe2"",""850514cd4cbbf7dc7c4671bb86933fb61b57f3e90af0cc180077adfbb3ceb01c"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""18956006fb033f425b02bba739bc09874874b577acd6fa3b6713170b89a715dc"",""a9eb37c50ecaee8cde1e2a49960020a767084c571d4317e9cdf61aad4a30934f"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp40-f3-field-benchmark,F3,SP-40,true,BENCHMARK_ONLY,,research/runs/research-sp40-f3-field-benchmark.json,a057aab3115bb6856df16b37058facbfd5a08a5db0c73f9460d9cc4bd83855f7,dbf6fe6f12d0368e7182664bac54cf5b994ae838e22efcfcbec5f0de61a46930,"[""research/candidates/field-bakeoff-common/outputs/native-latest.json"",""research/candidates/field-bakeoff-common/outputs/solidity-latest.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""f0da5cdf05d3035d25262a06a9c82fa3e0eaa65d68a229fea3502e6ce1affbe2"",""850514cd4cbbf7dc7c4671bb86933fb61b57f3e90af0cc180077adfbb3ceb01c"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""18956006fb033f425b02bba739bc09874874b577acd6fa3b6713170b89a715dc"",""a9eb37c50ecaee8cde1e2a49960020a767084c571d4317e9cdf61aad4a30934f"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
research-sp40-f4-field-benchmark,F4,SP-40,true,BENCHMARK_ONLY,,research/runs/research-sp40-f4-field-benchmark.json,72b40fdf155138a7d48b5a65d2c7a3b322ffc96c97b65ebd9151ff9c180c1c9e,ad0c729198eb70bde2a0370ad1848bf9a1154b5f22c2774181ea03bbeb65e2c1,"[""research/candidates/field-bakeoff-common/outputs/native-latest.json"",""research/candidates/field-bakeoff-common/outputs/solidity-latest.json"",""research/harness/hardware-detect/h1-m4-max.json""]","[""f0da5cdf05d3035d25262a06a9c82fa3e0eaa65d68a229fea3502e6ce1affbe2"",""850514cd4cbbf7dc7c4671bb86933fb61b57f3e90af0cc180077adfbb3ceb01c"",""b7313d4950b91df216f9857a30e2958713b0c5967998ef96ea064f32a90b0a82""]","[""18956006fb033f425b02bba739bc09874874b577acd6fa3b6713170b89a715dc"",""a9eb37c50ecaee8cde1e2a49960020a767084c571d4317e9cdf61aad4a30934f"",""472d211cd75c3b63a3e66dfc3a1c942d2ce3ce090b4f126fe1b4d95f1a91144c""]"
