candidate_id,source_run_id,profile,term,model,formula_source,input_summary,classical_bits,quantum_bits,proven_or_conjectural,multi_target_count,binding,notes,artifact_path,artifact_sha256
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,air-random-linear-combination,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/air.rs:1-16,"{""field_bits"":120.0,""list_size"":9.899494936611665,""num_constraints"":1186}",106.480756783,106.480756783,CONJECTURAL,2^0,false,"b = log2(|F|) - log2(L+) - log2(num_constraints) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,deep-ali,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/deep.rs:1-28,"{""field_bits"":120.0,""k"":512,""list_size"":9.899494936611665,""max_combo"":2,""max_constraint_degree"":7}",104.690533301,104.690533301,CONJECTURAL,2^0,false,"b = log2(|F|) - log2(L+) - log2(max_deg*(k+max_combo-1)+(k-1)) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,fri-query-phase,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/fri.rs:196-202,"{""alpha"":0.41247895569215276,""configured_grinding_bits"":16,""num_queries"":111}",157.814441232,149.814441232,CONJECTURAL,2^0,false,"b = -num_queries*log2(alpha) + grinding | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,fri-commit-phase,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/fri.rs:145-193; ePrint 2025/2055 Thm. 4.2,"{""alpha"":0.41247895569215276,""bchks25_base_bits"":95.047128763,""configured_grinding_bits"":16,""gamma"":0.5875210443078472,""m"":3,""n"":4096,""n_over_q_base_bits"":102.6922929,""rho"":0.125}",111.047128763,103.047128763,CONJECTURAL,2^0,false,"b = min(BCHKS25 linear bound, 2024/1553 n/q bound) + grinding | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,batched-opening-proximity,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/assumption.rs:126-245; security/src/stark.rs:104-145,"{""dominant_term_only"":true,""field_bits"":120,""m"":3,""n_log2"":12,""num_batched_functions"":210,""rho"":0.125}",87.340828758,87.340828758,CONJECTURAL,2^0,true,"b = log2(|F|) - log2(2*(m+1/2)^5*n/(3*rho^(3/2))) - log2(num_functions-1) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible.",research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,challenge-field-ceiling,ldr,"Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: uni-stark/src/security.rs:174-183,244-279,283-349","{""challenge_field_bits"":120,""extension_field_bits"":124}",120.0,120.0,CONJECTURAL,2^0,false,b <= conservative challenge-field budget,research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json;sha256:424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83,mmcs-binding,ldr,Manifest assumption; not derived by p3-security,"{""construction"":""KeccakPair512 manifest-assumed binding cap""}",128.0,128.0,CONJECTURAL,2^0,false,b <= stated MMCS binding security | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.,research/runs/research-sp50-c10-fri-b3-q111-c16x16-f0-r4-r0.json,424b5a2c6688d32a2b855ccc07d601966ece2919bc1df9d38b81b10d47278e83
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,air-random-linear-combination,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/air.rs:1-16,"{""field_bits"":120.0,""list_size"":742.0,""num_constraints"":1186}",100.252836329,100.252836329,CONJECTURAL,2^0,false,"b = log2(|F|) - log2(L+) - log2(num_constraints) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,deep-ali,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/deep.rs:1-28,"{""field_bits"":120.0,""k"":512,""list_size"":742.0,""max_combo"":2,""max_constraint_degree"":7}",98.462612847,98.462612847,CONJECTURAL,2^0,false,"b = log2(|F|) - log2(L+) - log2(max_deg*(k+max_combo-1)+(k-1)) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,fri-query-phase,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/fri.rs:196-202,"{""alpha"":0.25067567567567567,""configured_grinding_bits"":16,""num_queries"":32}",79.875394685,71.875394685,CONJECTURAL,2^0,false,"b = -num_queries*log2(alpha) + grinding | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,fri-commit-phase,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/fri.rs:145-193; ePrint 2025/2055 Thm. 4.2,"{""alpha"":0.25067567567567567,""bchks25_base_bits"":63.908585618,""configured_grinding_bits"":16,""gamma"":0.7493243243243244,""m"":185,""n"":8192,""n_over_q_base_bits"":95.464548524,""rho"":0.0625}",79.908585618,71.908585618,CONJECTURAL,2^0,false,"b = min(BCHKS25 linear bound, 2024/1553 n/q bound) + grinding | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,batched-opening-proximity,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/assumption.rs:126-245; security/src/stark.rs:104-145,"{""dominant_term_only"":true,""field_bits"":120,""m"":185,""n_log2"":13,""num_batched_functions"":210,""rho"":0.0625}",56.201226486,56.201226486,CONJECTURAL,2^0,true,"b = log2(|F|) - log2(2*(m+1/2)^5*n/(3*rho^(3/2))) - log2(num_functions-1) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible.",research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,challenge-field-ceiling,ldr,"Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: uni-stark/src/security.rs:174-183,244-279,283-349","{""challenge_field_bits"":120,""extension_field_bits"":124}",120.0,120.0,CONJECTURAL,2^0,false,b <= conservative challenge-field budget,research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json;sha256:f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac,mmcs-binding,ldr,Manifest assumption; not derived by p3-security,"{""construction"":""KeccakPair512 manifest-assumed binding cap""}",128.0,128.0,CONJECTURAL,2^0,false,b <= stated MMCS binding security | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.,research/runs/research-sp50-c10-fri-b4-q32-c16x16-f0-r4-r0.json,f8e42f188b56a5f8a45df3c7ec37e919ee565e61240570171201fbefac6e06ac
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,air-random-linear-combination,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/air.rs:1-16,"{""field_bits"":120.0,""list_size"":22.0,""num_constraints"":1186}",105.328680087,105.328680087,CONJECTURAL,2^0,false,"b = log2(|F|) - log2(L+) - log2(num_constraints) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,deep-ali,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/deep.rs:1-28,"{""field_bits"":120.0,""k"":512,""list_size"":22.0,""max_combo"":2,""max_constraint_degree"":7}",103.538456605,103.538456605,CONJECTURAL,2^0,false,"b = log2(|F|) - log2(L+) - log2(max_deg*(k+max_combo-1)+(k-1)) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,fri-query-phase,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/fri.rs:196-202,"{""alpha"":0.275,""configured_grinding_bits"":16,""num_queries"":48}",105.39983086,97.39983086,CONJECTURAL,2^0,false,"b = -num_queries*log2(alpha) + grinding | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,fri-commit-phase,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/fri.rs:145-193; ePrint 2025/2055 Thm. 4.2,"{""alpha"":0.275,""bchks25_base_bits"":89.287697233,""configured_grinding_bits"":16,""gamma"":0.725,""m"":5,""n"":8192,""n_over_q_base_bits"":100.540392282,""rho"":0.0625}",105.287697233,97.287697233,CONJECTURAL,2^0,false,"b = min(BCHKS25 linear bound, 2024/1553 n/q bound) + grinding | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50.",research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,batched-opening-proximity,ldr,Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: security/src/assumption.rs:126-245; security/src/stark.rs:104-145,"{""dominant_term_only"":true,""field_bits"":120,""m"":5,""n_log2"":13,""num_batched_functions"":210,""rho"":0.0625}",81.580445275,81.580445275,CONJECTURAL,2^0,true,"b = log2(|F|) - log2(2*(m+1/2)^5*n/(3*rho^(3/2))) - log2(num_functions-1) | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible.",research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,challenge-field-ceiling,ldr,"Plonky3 3152b14a89067c83775a8076cc262ffc48a1fd7c: uni-stark/src/security.rs:174-183,244-279,283-349","{""challenge_field_bits"":120,""extension_field_bits"":124}",120.0,120.0,CONJECTURAL,2^0,false,b <= conservative challenge-field budget,research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C10-fri,research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0,run:research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0;artifact:research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json;sha256:56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1,mmcs-binding,ldr,Manifest assumption; not derived by p3-security,"{""construction"":""KeccakPair512 manifest-assumed binding cap""}",128.0,128.0,CONJECTURAL,2^0,false,b <= stated MMCS binding security | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.,research/runs/research-sp50-c10-fri-b4-q48-c16x16-f0-r4-r0.json,56e59e0d91aafd2fe81cb8835024581962a6c3734f55ca6c048238c0a357a9f1
C20,research-sp51-c20-native-r0,run:research-sp51-c20-native-r0;artifact:research/runs/research-sp51-c20-native-r0.json;sha256:1e7dd197727a8ed2f3440edf86782095d50335a5c234272427a1238cf7331b73,query-round,upstream conditional security report,,target_bits=32,34.39559486801828,34.39559486801828,PROVEN,,true,Upstream diagnostic base case only; not end-to-end PQTC.,research/runs/research-sp51-c20-native-r0.json,1e7dd197727a8ed2f3440edf86782095d50335a5c234272427a1238cf7331b73
C00/v03-baseline,v03-corpus-01,run:v03-corpus-01;artifact:research/runs/v03-corpus-01.json;sha256:7de3a5a3b01e09ec06e9394ff4e46c9f5a3ca1adbec619a81f236c8f7561b69f,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.",research/runs/v03-corpus-01.json,7de3a5a3b01e09ec06e9394ff4e46c9f5a3ca1adbec619a81f236c8f7561b69f
C00/v03-baseline,v03-corpus-01,run:v03-corpus-01;artifact:research/runs/v03-corpus-01.json;sha256:7de3a5a3b01e09ec06e9394ff4e46c9f5a3ca1adbec619a81f236c8f7561b69f,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.",research/runs/v03-corpus-01.json,7de3a5a3b01e09ec06e9394ff4e46c9f5a3ca1adbec619a81f236c8f7561b69f
C00/v03-baseline,v03-corpus-01,run:v03-corpus-01;artifact:research/runs/v03-corpus-01.json;sha256:7de3a5a3b01e09ec06e9394ff4e46c9f5a3ca1adbec619a81f236c8f7561b69f,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.",research/runs/v03-corpus-01.json,7de3a5a3b01e09ec06e9394ff4e46c9f5a3ca1adbec619a81f236c8f7561b69f
C00/v03-baseline,v03-corpus-02,run:v03-corpus-02;artifact:research/runs/v03-corpus-02.json;sha256:d4fadf4db1338135df671adc937813c3db1b3bb60ca175b14e0a86a4525b0730,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem.",research/runs/v03-corpus-02.json,d4fadf4db1338135df671adc937813c3db1b3bb60ca175b14e0a86a4525b0730
