profile_id,candidate_id,formula_version,regime,adversary,batch_epsilon,conditions,m,alpha,gamma,list_size,rho,k,n,proximity_valid,strict_degree_gap,m_in_pinned_range,epsilon_dominant,epsilon_subdominant_linear,epsilon_subdominant_constant,epsilon_full,fri_commit_linear_bits,fri_commit_n_over_q_bits,air_rlc,deep_ali,fri_query,fri_commit,challenge_cap,mmcs_cap,batch,minimum_bits,error_sum_bits
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",5,0.275,0.725,22.0,0.0625,512,8192,True,1738.8000000000002,True,1759106389.3333333,130662.4,22.0,1759237073.7333333,89.28769723338418,100.54039228187627,105.3286800868167,103.53845660488285,67.59988724000208,97.28769723338418,120.0,128.0,81.58044527545378,67.59988724000208,67.59979799127393
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",5,0.275,0.725,22.0,0.0625,512,8192,True,1738.8000000000002,True,1759106389.3333333,130662.4,22.0,1759237073.7333333,89.28769723338418,100.54039228187627,105.3286800868167,103.53845660488285,67.59988724000208,97.28769723338418,120.0,128.0,81.5803381013033,67.59988724000208,67.59979798464396
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",6,0.2708333333333333,0.7291666666666667,26.0,0.0625,512,8192,True,1704.6666666666665,True,4055509674.6666665,155306.6666666667,26.0,4055665007.333333,88.08270865348956,100.29938418237246,105.0876719873129,103.29744850537905,76.30472904256206,104.08270865348956,120.0,128.0,80.37540477793482,76.30472904256206,76.22132910411389
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",6,0.2708333333333333,0.7291666666666667,26.0,0.0625,512,8192,True,1704.6666666666665,True,4055509674.6666665,155306.6666666667,26.0,4055665007.333333,88.08270865348956,100.29938418237246,105.0876719873129,103.29744850537905,76.30472904256206,104.08270865348956,120.0,128.0,80.37534952140868,76.30472904256206,76.22132600034021
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",6,0.2708333333333333,0.7291666666666667,26.0,0.0625,512,8192,True,1704.6666666666665,True,4055509674.6666665,155306.6666666667,26.0,4055665007.333333,88.08270865348956,100.29938418237246,105.0876719873129,103.29744850537905,68.30472904256206,96.08270865348956,120.0,128.0,80.37540477793482,68.30472904256206,68.30439369373906
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",6,0.2708333333333333,0.7291666666666667,26.0,0.0625,512,8192,True,1704.6666666666665,True,4055509674.6666665,155306.6666666667,26.0,4055665007.333333,88.08270865348956,100.29938418237246,105.0876719873129,103.29744850537905,68.30472904256206,96.08270865348956,120.0,128.0,80.37534952140868,68.30472904256206,68.30439368089638
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,76.81485844637075,103.05047822124097,120.0,128.0,79.34315039059769,76.81485844637075,76.58423262640494
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,76.81485844637075,103.05047822124097,120.0,128.0,79.34311908916008,76.81485844637075,76.58422800204855
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,68.81485844637075,95.05047822124097,120.0,128.0,79.34315039059769,68.81485844637075,68.81388187492745
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,68.81485844637075,95.05047822124097,120.0,128.0,79.34311908916008,68.81485844637075,68.8138818537466
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,77.20118907998915,102.14762926365759,120.0,128.0,78.44028916238858,77.20118907998915,76.69160786538271
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,77.20118907998915,102.14762926365759,120.0,128.0,78.44027013157671,77.20118907998915,76.69160220228825
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,69.20118907998915,94.14762926365759,120.0,128.0,78.44028916238858,69.20118907998915,69.19880359152283
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,69.20118907998915,94.14762926365759,120.0,128.0,78.44027013157671,69.20118907998915,69.19880356008187
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",9,0.2638888888888889,0.7361111111111112,38.0,0.0625,512,8192,True,1647.7777777777778,True,27045604010.666668,229148.44444444447,38.0,27045833197.11111,85.34531270805078,99.75189638706998,104.54018419201041,102.74996071007656,77.50391961595926,101.34531270805078,120.0,128.0,77.63796580142235,77.50391961595926,76.56938635222397
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",9,0.2638888888888889,0.7361111111111112,38.0,0.0625,512,8192,True,1647.7777777777778,True,27045604010.666668,229148.44444444447,38.0,27045833197.11111,85.34531270805078,99.75189638706998,104.54018419201041,102.74996071007656,77.50391961595926,101.34531270805078,120.0,128.0,77.6379535759699,77.50391961595926,76.56938052325913
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",9,0.2638888888888889,0.7361111111111112,38.0,0.0625,512,8192,True,1647.7777777777778,True,27045604010.666668,229148.44444444447,38.0,27045833197.11111,85.34531270805078,99.75189638706998,104.54018419201041,102.74996071007656,69.50391961595926,93.34531270805078,120.0,128.0,77.63796580142235,69.50391961595926,69.49879313978309
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",9,0.2638888888888889,0.7361111111111112,38.0,0.0625,512,8192,True,1647.7777777777778,True,27045604010.666668,229148.44444444447,38.0,27045833197.11111,85.34531270805078,99.75189638706998,104.54018419201041,102.74996071007656,69.50391961595926,93.34531270805078,120.0,128.0,77.6379535759699,69.50391961595926,69.49879309641886
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",10,0.2625,0.7375,42.0,0.0625,512,8192,True,1636.4,True,44609273856.0,253747.2,42.0,44609527645.2,84.6233671791309,99.6075064777348,104.39579428267524,102.60557080074139,77.74754150747526,100.6233671791309,120.0,128.0,76.91601625474647,76.91601625474647,76.272681899106
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",10,0.2625,0.7375,42.0,0.0625,512,8192,True,1636.4,True,44609273856.0,253747.2,42.0,44609527645.2,84.6233671791309,99.6075064777348,104.39579428267524,102.60557080074139,77.74754150747526,100.6233671791309,120.0,128.0,76.91600804705001,76.91600804705001,76.27267664427454
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",10,0.2625,0.7375,42.0,0.0625,512,8192,True,1636.4,True,44609273856.0,253747.2,42.0,44609527645.2,84.6233671791309,99.6075064777348,104.39579428267524,102.60557080074139,69.74754150747526,92.6233671791309,120.0,128.0,76.91601625474647,69.74754150747526,69.73754722577132
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",10,0.2625,0.7375,42.0,0.0625,512,8192,True,1636.4,True,44609273856.0,253747.2,42.0,44609527645.2,84.6233671791309,99.6075064777348,104.39579428267524,102.60557080074139,69.74754150747526,92.6233671791309,120.0,128.0,76.91600804705001,69.74754150747526,69.73754716910983
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",11,0.26136363636363635,0.7386363636363636,46.0,0.0625,512,8192,True,1627.090909090909,True,70302029141.33333,278341.8181818182,46.0,70302307529.1515,83.96714700754367,99.47626194445655,104.26454974939699,102.47432626746314,77.9478292025691,99.96714700754367,120.0,128.0,76.25979358835521,76.25979358835521,75.86984214468612
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",11,0.26136363636363635,0.7386363636363636,46.0,0.0625,512,8192,True,1627.090909090909,True,70302029141.33333,278341.8181818182,46.0,70302307529.1515,83.96714700754367,99.47626194445655,104.26454974939699,102.47432626746314,77.9478292025691,99.96714700754367,120.0,128.0,76.25978787546279,76.25978787546279,75.86983778486001
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",11,0.26136363636363635,0.7386363636363636,46.0,0.0625,512,8192,True,1627.090909090909,True,70302029141.33333,278341.8181818182,46.0,70302307529.1515,83.96714700754367,99.47626194445655,104.26454974939699,102.47432626746314,69.9478292025691,91.96714700754367,120.0,128.0,76.25979358835521,69.9478292025691,69.92978352988091
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",11,0.26136363636363635,0.7386363636363636,46.0,0.0625,512,8192,True,1627.090909090909,True,70302029141.33333,278341.8181818182,46.0,70302307529.1515,83.96714700754367,99.47626194445655,104.26454974939699,102.47432626746314,69.9478292025691,91.96714700754367,120.0,128.0,76.25978787546279,69.9478292025691,69.92978345886854
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",12,0.2604166666666667,0.7395833333333333,50.0,0.0625,512,8192,True,1619.3333333333335,True,106666666666.66667,302933.3333333333,50.0,106666969650.0,83.36567745392318,99.35596771073884,104.14425551567928,102.35403203374543,78.11540195028581,99.36567745392318,120.0,128.0,75.65832241976665,75.65832241976665,75.4169521072849
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",12,0.2604166666666667,0.7395833333333333,50.0,0.0625,512,8192,True,1619.3333333333335,True,106666666666.66667,302933.3333333333,50.0,106666969650.0,83.36567745392318,99.35596771073884,104.14425551567928,102.35403203374543,78.11540195028581,99.36567745392318,120.0,128.0,75.6583183218423,75.6583183218423,75.41694864068016
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",12,0.2604166666666667,0.7395833333333333,50.0,0.0625,512,8192,True,1619.3333333333335,True,106666666666.66667,302933.3333333333,50.0,106666969650.0,83.36567745392318,99.35596771073884,104.14425551567928,102.35403203374543,70.11540195028581,91.36567745392318,120.0,128.0,75.65832241976665,70.11540195028581,70.08478367830341
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",12,0.2604166666666667,0.7395833333333333,50.0,0.0625,512,8192,True,1619.3333333333335,True,106666666666.66667,302933.3333333333,50.0,106666969650.0,83.36567745392318,99.35596771073884,104.14425551567928,102.35403203374543,70.11540195028581,91.36567745392318,120.0,128.0,75.6583183218423,70.11540195028581,70.08478359225116
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",13,0.25961538461538464,0.7403846153846154,54.0,0.0625,512,8192,True,1612.769230769231,True,156728328192.0,327522.46153846156,54.0,156728655768.46155,82.81052197454311,99.24493639835009,104.03322420329053,102.24300072135668,78.25767091128395,98.81052197454311,120.0,128.0,75.10316585782293,75.10316585782293,74.94961322582512
R2-C0-q32-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",13,0.25961538461538464,0.7403846153846154,54.0,0.0625,512,8192,True,1612.769230769231,True,156728328192.0,327522.46153846156,54.0,156728655768.46155,82.81052197454311,99.24493639835009,104.03322420329053,102.24300072135668,78.25767091128395,98.81052197454311,120.0,128.0,75.10316284246223,75.10316284246223,74.94961051491345
