profile_id,candidate_id,formula_version,regime,adversary,batch_epsilon,conditions,m,alpha,gamma,list_size,rho,k,n,proximity_valid,strict_degree_gap,m_in_pinned_range,epsilon_dominant,epsilon_subdominant_linear,epsilon_subdominant_constant,epsilon_full,fri_commit_linear_bits,fri_commit_n_over_q_bits,air_rlc,deep_ali,fri_query,fri_commit,challenge_cap,mmcs_cap,batch,minimum_bits,error_sum_bits,objective,udr_bits
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,79.87539468465629,79.90858561753154,120.0,128.0,55.5466418438819,55.5466418438819,55.5466417085021,fri-only,45.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,77.20118907998915,102.14762926365759,120.0,128.0,77.78570452073421,77.20118907998915,76.46404459809976,full-minimum,45.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,76.81485844637075,103.05047822124097,120.0,128.0,78.68856574894332,76.81485844637075,76.46677183061279,full-error-sum,45.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,79.87539468465629,79.90858561753154,120.0,128.0,55.546641843796294,55.546641843796294,55.546641708416495,fri-only,45.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,77.20118907998915,102.14762926365759,120.0,128.0,77.78568548992234,77.20118907998915,76.46403698432975,full-minimum,45.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,76.81485844637075,103.05047822124097,120.0,128.0,78.68853444750573,76.81485844637075,76.46676512032151,full-error-sum,45.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,71.87539468465629,71.90858561753154,120.0,128.0,55.5466418438819,55.5466418438819,55.546607187124714,fri-only,37.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",21,0.25595238095238093,0.7440476190476191,86.0,0.0625,512,8192,True,1582.7619047619046,True,1605724220074.6667,524190.4761904762,86.0,1605724744351.1428,79.45363825616406,98.57355914581146,103.3618469507519,101.57162346881805,70.91368537845321,87.45363825616406,120.0,128.0,71.09169495347541,70.91368537845321,69.99993836355853,full-minimum,37.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",16,0.2578125,0.7421875,66.0,0.0625,512,8192,True,1598.0,True,427462852608.0,401280.0,66.0,427463253954.0,81.36299054937935,98.9554297811551,103.74371758609554,101.95349410416169,70.57938818052949,89.36299054937935,120.0,128.0,73.00104813019365,70.57938818052949,70.3325016035138,full-error-sum,37.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,71.87539468465629,71.90858561753154,120.0,128.0,55.546641843796294,55.546641843796294,55.54660718703911,fri-only,37.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",21,0.25595238095238093,0.7440476190476191,86.0,0.0625,512,8192,True,1582.7619047619046,True,1605724220074.6667,524190.4761904762,86.0,1605724744351.1428,79.45363825616406,98.57355914581146,103.3618469507519,101.57162346881805,70.91368537845321,87.45363825616406,120.0,128.0,71.0916944824288,70.91368537845321,69.99993814254827,full-minimum,37.190582247
R2-C0-q32-base_columns,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",16,0.2578125,0.7421875,66.0,0.0625,512,8192,True,1598.0,True,427462852608.0,401280.0,66.0,427463253954.0,81.36299054937935,98.9554297811551,103.74371758609554,101.95349410416169,70.57938818052949,89.36299054937935,120.0,128.0,73.00104677564411,70.57938818052949,70.33250139046334,full-error-sum,37.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,79.87539468465629,79.90858561753154,120.0,128.0,54.8779184813702,54.8779184813702,54.87791839620776,fri-only,45.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,77.20118907998915,102.14762926365759,120.0,128.0,77.11698115822252,77.11698115822252,76.15847078209681,full-minimum,45.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,76.81485844637075,103.05047822124097,120.0,128.0,78.01984238643162,76.81485844637075,76.29504060854885,full-error-sum,45.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,79.87539468465629,79.90858561753154,120.0,128.0,54.877918481284595,54.877918481284595,54.877918396122155,fri-only,45.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",8,0.265625,0.734375,34.0,0.0625,512,8192,True,1662.0,True,15508624725.333334,204544.0,34.0,15508829303.333334,86.14762926365759,99.91236105926322,104.70064886420366,102.9104253822698,77.20118907998915,102.14762926365759,120.0,128.0,77.11696212741064,77.11696212741064,76.15846098903869,full-minimum,45.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",7,0.26785714285714285,0.7321428571428572,30.0,0.0625,512,8192,True,1680.2857142857142,True,8294400000.0,179931.42857142858,30.0,8294579961.428572,87.05047822124097,100.09293330490505,104.88122110984548,103.09099762791163,76.81485844637075,103.05047822124097,120.0,128.0,78.01981108499402,76.81485844637075,76.29503113853752,full-error-sum,45.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,71.87539468465629,71.90858561753154,120.0,128.0,54.8779184813702,54.8779184813702,54.877896679986044,fri-only,37.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",19,0.2565789473684211,0.743421052631579,78.0,0.0625,512,8192,True,1587.8947368421054,True,985488850944.0,475028.2105263158,78.0,985489326050.2106,80.15795071088382,98.71442168165132,103.50270948659175,101.7124860046579,70.80080942660278,88.15795071088382,120.0,128.0,71.12728427016297,70.80080942660278,69.95482674719982,full-minimum,37.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",15,0.25833333333333336,0.7416666666666667,62.0,0.0625,512,8192,True,1602.2666666666669,True,312706673322.6667,376695.4666666667,62.0,312707050080.13336,81.81397921058978,99.04562759012668,103.83391539506712,102.04369191313327,70.48621712709257,89.81397921058978,120.0,128.0,72.78331381253983,70.48621712709257,70.219012536957,full-error-sum,37.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",185,0.25067567567567567,0.7493243243243244,742.0,0.0625,512,8192,True,1539.535135135135,True,7.677118219169518e+16,4554740.92972973,742.0,7.677118219625066e+16,63.908585617531536,95.46454852389276,100.2528363288332,98.46261284689935,71.87539468465629,71.90858561753154,120.0,128.0,54.877918481284595,54.877918481284595,54.87789667990044,fri-only,37.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",19,0.2565789473684211,0.743421052631579,78.0,0.0625,512,8192,True,1587.8947368421054,True,985488850944.0,475028.2105263158,78.0,985489326050.2106,80.15795071088382,98.71442168165132,103.50270948659175,101.7124860046579,70.80080942660278,88.15795071088382,120.0,128.0,71.12728357463688,70.80080942660278,69.95482643861924,full-minimum,37.190582247
R2-C0-q32-reduction_terms,R2-C0,r2-full-objective-v1,conditional-Johnson,quantum_grinding_only,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",15,0.25833333333333336,0.7416666666666667,62.0,0.0625,512,8192,True,1602.2666666666669,True,312706673322.6667,376695.4666666667,62.0,312707050080.13336,81.81397921058978,99.04562759012668,103.83391539506712,102.04369191313327,70.48621712709257,89.81397921058978,120.0,128.0,72.78331207434283,70.48621712709257,70.21901224307864,full-error-sum,37.190582247
R2-C0-q48-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",5,0.275,0.725,22.0,0.0625,512,8192,True,1738.8000000000002,True,1759106389.3333333,130662.4,22.0,1759237073.7333333,89.28769723338418,100.54039228187627,105.3286800868167,103.53845660488285,105.3998308600031,105.28769723338418,120.0,128.0,81.58044527545378,81.58044527545378,81.58044461614342,fri-only,59.78587337
R2-C0-q48-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",3,0.2916666666666667,0.7083333333333333,14.0,0.0625,512,8192,True,1875.3333333333335,True,183577258.66666666,81237.33333333333,14.0,183658510.0,92.54754949457097,101.19246897845596,105.98075678339639,104.19053330146255,101.32516377585048,108.54754949457097,120.0,128.0,84.84082875835226,84.84082875835226,84.84081013328549,full-minimum,59.78587337
R2-C0-q48-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,dominant,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",3,0.2916666666666667,0.7083333333333333,14.0,0.0625,512,8192,True,1875.3333333333335,True,183577258.66666666,81237.33333333333,14.0,183658510.0,92.54754949457097,101.19246897845596,105.98075678339639,104.19053330146255,101.32516377585048,108.54754949457097,120.0,128.0,84.84082875835226,84.84082875835226,84.84081013328549,full-error-sum,59.78587337
R2-C0-q48-declared,R2-C0,r2-full-objective-v1,conditional-Johnson,classical,full,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]",5,0.275,0.725,22.0,0.0625,512,8192,True,1738.8000000000002,True,1759106389.3333333,130662.4,22.0,1759237073.7333333,89.28769723338418,100.54039228187627,105.3286800868167,103.53845660488285,105.3998308600031,105.28769723338418,120.0,128.0,81.5803381013033,81.5803381013033,81.58033744204191,fri-only,59.78587337
