candidate_id,q,log_blowup,regime,model,target_bits,achieved_bits,m,status,query_search,count_basis,num_batched_functions,security,conditions
R2-C1,91,5,no-Johnson-UDR,r2-full-objective-v1,100,94.460841189,,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,94,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C1,31,5,conditional-Johnson-full-objective,r2-full-objective-v1,100,78.5090290793251,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,94,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C2,112,3,no-Johnson-UDR,r2-full-objective-v1,100,100.688119032,,TARGET_MET_CONDITIONALLY,"[1, 256]",declared,352,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C2,64,3,conditional-Johnson-full-objective,r2-full-objective-v1,100,88.59286067012857,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,352,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C2,101,4,no-Johnson-UDR,r2-full-objective-v1,100,100.03238789,,TARGET_MET_CONDITIONALLY,"[1, 256]",declared,352,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C2,44,4,conditional-Johnson-full-objective,r2-full-objective-v1,100,86.09286067012857,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,352,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C2,96,5,no-Johnson-UDR,r2-full-objective-v1,100,99.54467278,,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,352,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C2,34,5,conditional-Johnson-full-objective,r2-full-objective-v1,100,83.59286067012857,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,352,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C3,107,3,no-Johnson-UDR,r2-full-objective-v1,100,96.742612157,,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,154,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C3,60,3,conditional-Johnson-full-objective,r2-full-objective-v1,100,83.79080004774049,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,154,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C3,97,4,no-Johnson-UDR,r2-full-objective-v1,100,95.742612157,,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,154,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C3,42,4,conditional-Johnson-full-objective,r2-full-objective-v1,100,81.29080004774049,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,154,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C3,91,5,no-Johnson-UDR,r2-full-objective-v1,100,94.742612157,,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,154,SECURITY_NOT_QUALIFIED,"[""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
R2-C3,32,5,conditional-Johnson-full-objective,r2-full-objective-v1,100,78.79080004774048,3,TARGET_UNREACHABLE_IN_DECLARED_SWEEP,"[1, 256]",declared,154,SECURITY_NOT_QUALIFIED,"[""Johnson mutual correlated agreement at the same radius for all terms"", ""Theorem parameter must match actual PCS batching objects"", ""No complete Fiat-Shamir/QROM, MMCS structural or hiding composition proof"", ""Probability-sum and full-epsilon columns are arithmetic sensitivities, not replacement theorems""]"
